41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: for (ChildRelationship relationship : SObjectType.User.getChildRelationships())
Execute Anonymous:     system.debug(relationship.getRelationshipName());
19:38:42.1 (1057612)|USER_INFO|[EXTERNAL]|0050O00000782Ui|bchernichko@curious-raccoon-209964.com|Moscow Standard Time|GMT+03:00
19:38:42.1 (1077180)|EXECUTION_STARTED
19:38:42.1 (1080930)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
19:38:42.1 (1274483)|HEAP_ALLOCATE|[72]|Bytes:3
19:38:42.1 (1325568)|HEAP_ALLOCATE|[77]|Bytes:152
19:38:42.1 (1341659)|HEAP_ALLOCATE|[342]|Bytes:408
19:38:42.1 (1357620)|HEAP_ALLOCATE|[355]|Bytes:408
19:38:42.1 (1370869)|HEAP_ALLOCATE|[467]|Bytes:48
19:38:42.1 (1397135)|HEAP_ALLOCATE|[139]|Bytes:6
19:38:42.1 (1420159)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
19:38:42.1 (1548251)|STATEMENT_EXECUTE|[1]
19:38:42.1 (1552525)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (1585552)|HEAP_ALLOCATE|[50]|Bytes:5
19:38:42.1 (1605270)|HEAP_ALLOCATE|[56]|Bytes:5
19:38:42.1 (1612002)|HEAP_ALLOCATE|[64]|Bytes:7
19:38:42.1 (1845307)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (76033766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2728
19:38:42.1 (76161657)|HEAP_ALLOCATE|[1]|Bytes:2728
19:38:42.1 (76390556)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (76445159)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (76469848)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (76605891)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000baa1"|0xcb1ea1b
19:38:42.1 (76615683)|STATEMENT_EXECUTE|[2]
19:38:42.1 (76675909)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (76692798)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (76703902)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (76718513)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (76768528)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000bca1"|0x5b6f9132
19:38:42.1 (76776506)|STATEMENT_EXECUTE|[2]
19:38:42.1 (76786899)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (76799118)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (76807656)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (76820072)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (76864162)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000b4a1"|0x7b9e9265
19:38:42.1 (76870128)|STATEMENT_EXECUTE|[2]
19:38:42.1 (76877127)|HEAP_ALLOCATE|[2]|Bytes:22
19:38:42.1 (76886922)|USER_DEBUG|[2]|DEBUG|AcceptedEventRelations
19:38:42.1 (76897021)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (76904771)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (76916014)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (76959493)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0009e01"|0x3a60460a
19:38:42.1 (76965994)|STATEMENT_EXECUTE|[2]
19:38:42.1 (76973762)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (76984809)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (76992565)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77003553)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77047556)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000a001"|0x3982826f
19:38:42.1 (77053941)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77061493)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77072359)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77079922)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77091186)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77134189)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0009b01"|0x1e43726c
19:38:42.1 (77140128)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77147641)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77157760)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77165676)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77176463)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77218746)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000ac81"|0x1141d67b
19:38:42.1 (77224913)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77231888)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77242694)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77250038)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77260907)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77303364)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000ae81"|0x29a9824f
19:38:42.1 (77309157)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77316411)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77326443)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77334197)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77345701)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77388168)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000bb81"|0x495ecef
19:38:42.1 (77394232)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77399274)|HEAP_ALLOCATE|[2]|Bytes:25
19:38:42.1 (77407584)|USER_DEBUG|[2]|DEBUG|AccountCleanInfoReviewers
19:38:42.1 (77417649)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77425078)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77435899)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77482639)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0008761"|0x1c03e03
19:38:42.1 (77489098)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77496910)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77507174)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77515421)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77526261)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77567954)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0008961"|0x1eadc24e
19:38:42.1 (77574181)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77581298)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77591501)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77599568)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77610789)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77652448)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@de008301"|0x7b73902e
19:38:42.1 (77658758)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77665609)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77675680)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77683085)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77693884)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77735477)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@de009901"|0x50aae93b
19:38:42.1 (77741116)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77748400)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77758773)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77765993)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77777249)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77819468)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c6008301"|0x509ae50b
19:38:42.1 (77824977)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77831983)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77842048)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77849323)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77860702)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77902702)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0008741"|0x20d5f2e4
19:38:42.1 (77909135)|STATEMENT_EXECUTE|[2]
19:38:42.1 (77916333)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (77926927)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (77934442)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (77945376)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (77989178)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0008941"|0x4740e430
19:38:42.1 (77995984)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78003693)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78015885)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78023257)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78034432)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78075605)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c2008901"|0x40243ed2
19:38:42.1 (78082439)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78089712)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78100983)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78108252)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78119150)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78160038)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c2008201"|0x47912960
19:38:42.1 (78166896)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78173983)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78184739)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78192437)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78203552)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78247691)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c00134c1"|0x485ca1a4
19:38:42.1 (78254082)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78261354)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78271930)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78279540)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78290432)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78332471)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c00136c1"|0x87dadfb
19:38:42.1 (78338600)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78345651)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78356442)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78364445)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78376043)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78418782)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0012f21"|0x694ed088
19:38:42.1 (78424767)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78431670)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78441800)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78449140)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78463081)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78505619)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0013121"|0x27da3ee8
19:38:42.1 (78512084)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78519663)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78530276)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78537585)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78548470)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78590981)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000c801"|0xa26fa36
19:38:42.1 (78598113)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78605646)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78616341)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78623821)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78634587)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78675850)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000ca01"|0x6fd19cfc
19:38:42.1 (78682507)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78689866)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78700817)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78708470)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78719897)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78760914)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000ba01"|0x7084db1e
19:38:42.1 (78766861)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78774226)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78784619)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78792323)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78803183)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78845182)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0012f81"|0x6df8698
19:38:42.1 (78850770)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78858105)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78868345)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78875915)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78886754)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (78928319)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0013181"|0x3b153b3f
19:38:42.1 (78934255)|STATEMENT_EXECUTE|[2]
19:38:42.1 (78941228)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (78951730)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (78959266)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (78970233)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (79013175)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0013001"|0x584076dd
19:38:42.1 (79019406)|STATEMENT_EXECUTE|[2]
19:38:42.1 (79026857)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (79037155)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (79044536)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (79055450)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (79097171)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c0013201"|0xe4a0ae0
19:38:42.1 (79102883)|STATEMENT_EXECUTE|[2]
19:38:42.1 (79109911)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (79120652)|HEAP_ALLOCATE|[1]|Bytes:5
19:38:42.1 (79128329)|HEAP_ALLOCATE|[1]|Bytes:4
19:38:42.1 (79139051)|VARIABLE_SCOPE_BEGIN|[1]|relationship|Schema.ChildRelationship|true|false
19:38:42.1 (79181223)|VARIABLE_ASSIGNMENT|[1]|relationship|"common.api.soap.wsdl.ChildRelationship@c000dac1"|0x745ba6f7
19:38:42.1 (79187239)|STATEMENT_EXECUTE|[2]
19:38:42.1 (79194489)|USER_DEBUG|[2]|DEBUG|null
19:38:42.1 (79205386)|HEAP_ALLOCATE|[1]|Bytes:5
